Listing,Model,Platform,Carrier,Color,Storage,ListDate,ExpiredDate,SaleDate,Views,Quantity,Price,Condition,Title,Description,Damage,Sold
LUJY74900,Apple iPhone 11,iOS,Unlocked,Red,64 GB,"Sep 15, 2020","Sep 25, 2020",,42,1,584,Good,,"
PRICE IS FIRM. Please do not ask for a lower price
BONUS = iPhone + Aftermarket charger and cable, screen protector, Carry Case
Condition: 8/10 condition. Battery health 100%
· This device has been professionally tested and is 100% functional.· This device is unlocked· All our IMEI’s are clean and guaranteed· All photos provided in listing are the actual photos of the device we will ship out.· All devices are NOT locked to any iCloud account or have any personal password.
Shipping Info:
· We strive to ship your order within 24 hours from payment. (Excludes weekends and public holidays)· We ship via USPS· We DO NOT offer combine shipping for any of our listings
Return Policy: If you discover any defect or functionality issues, you can return it & receive a full refund. We can work on replacement option if applicable.
","
Most of the device is in excellent condition. The screen has several scratches, most of them are very shallow but a couple small ones which are on the deeper end. None are visible when the screen is on
",
LUJS73626,Apple iPhone 11,iOS,Unlocked,Black,64 GB,"Sep 09, 2020","Sep 20, 2020",,62,1,588,Good,,"
This item is Good condition. Expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. See pictures. Device has been fully tested and passed our 30-point quality control inspection. Device will be shipped out within 1 business day. Devices are generally delivered within 3-7 business days after shipping. We are not responsible for shipping delays.
Includes:Phone only
We offer a 30-days money-back guarantee on all our devices.IMPORTANT: WE WILL ONLY SHIP TO THE ADDRESS PROVIDED DURING CHECKOUT. ORDER CANCELLATIONS ARE SUBJECT TO A 2.9% FEE FOR DOMESTIC PAYMENTS AND 4.4% FOR INTERNATIONAL PAYMENTS. RETURNS FOR A REFUND ARE SUBJECT TO A 5% RESTOCKING FEE. PLEASE REVIEW OUR RETURN POLICY FOR DETAILS.
","
Some micro scratches, please, look at the pictures for best idea of the cosmetic condition of the item.
",
LUJX35442,Apple iPhone 11,iOS,Unlocked,Black,64 GB,"Sep 14, 2020","Sep 24, 2020",,23,1,590,Good,,"
Hello Swappa usersiOS: 13.3.1IMEI: clean and ready for activation 100%Condition: light signs of use on housing, screen is mint Carrier:  factory unlocked GB: 64Battery Health: 97This device has been professionally tested and GUARANTEED functionality! Buy with confidence!Device has been wiped and factory reset. iCloud has been erased
Repairs and service coverage active under Apple warranty through October 5 2020
","
None
",
LUJV07258,Apple iPhone 11,iOS,Unlocked,Green,64 GB,"Sep 12, 2020","Sep 22, 2020",,152,1,620,Mint,,"
Hello Swappa usersiOS: 13.4.1IMEI: clean and ready for activation 100%Condition: like new Carrier:  factory unlocked GB: 64Battery Health: 100This device has been professionally tested and GUARANTEED functionality! Buy with confidence!Device has been wiped and factory reset. iCloud has been erased
Repairs and Service Coverage Estimated Expiration Date: April 18, 2021 active under apple warranty
",,
LUJX72025,Apple iPhone 11,iOS,Unlocked,Black,64 GB,"Sep 14, 2020","Sep 24, 2020",,41,1,620,Mint,,"
Hello Swappa usersiOS: 13.3.1IMEI: clean and ready for activation 100%Condition: like new Carrier:  factory unlocked GB: 64Battery Health: 98This device has been professionally tested and GUARANTEED functionality! Buy with confidence!Device has been wiped and factory reset. iCloud has been erased
",,
LUJS30575,Apple iPhone 11,iOS,Unlocked,Purple,64 GB,"Sep 09, 2020","Sep 29, 2020",,72,1,629,Good,"APPLE Warranty Till AUGUST 2021! EXCELLENT condition! Tested, Fully Functional and Unlocked!","Device in EXCELLENT conditionCharger included, battery health is at 100% PEAK PERFORMANCE.All tests proved this device to be fully functional.Phone works for any GSM carrier and most CDMA carriers.Due to PayPal's change in policies, refunds may be subject to PayPal selling fees being charged to the customers in case of a change in address or returns.","SMALL 1/4 OF AN INCH SCRATCH ON SCREEN, OTHERWISE LIKE NEW.",
LUJT21390,Apple iPhone 11,iOS,Unlocked,Black,128 GB,"Sep 10, 2020","Sep 21, 2020",,153,1,634,Good,,"
PRICE IS FIRM. Please do not ask for a lower price
BONUS = iPhone + Aftermarket charger and cable, screen protector, Carry Case
Condition: 8/10 condition. Battery health 100%
· This device has been professionally tested and is 100% functional.· This device is unlocked· All our IMEI’s are clean and guaranteed· All photos provided in listing are the actual photos of the device we will ship out.· All devices are NOT locked to any iCloud account or have any personal password.
Shipping Info:
· We strive to ship your order within 24 hours from payment. (Excludes weekends and public holidays)· We ship via USPS· We DO NOT offer combine shipping for any of our listings
Return Policy: If you discover any defect or functionality issues, you can return it & receive a full refund. We can work on replacement option if applicable.
","
Most of the device is in excellent condition. The screen has several scratches, most of them are very shallow but a couple are on the deeper end. None are visible when the screen is on
",
LUJG27861,Apple iPhone 11,iOS,Unlocked,Black,128 GB,"Aug 28, 2020","Sep 26, 2020",,96,1,644,Good,,"
This Unlocked device is fully functional and tested professionally by our expert technicians.
Apple Limited Warranty (Expiry: 9/24/2020)Purchase Date: 9/25/2019Battery Health: 100%Cosmetics: This device is in good condition with moderate signs of useCarriers: This device works with any GSM network worldwideIncludes: A generic charger
USPS Standard 3-5 day: FreeFedEx 2Day: $10 (Invoice will be emailed on request)USPS Express: $35
RETURNS
We offer 30 days return policy. No returns or exchanges after 30 days of purchase.
The item must be in the same condition and in original packaging.
A 15% restocking fee will be charged on non-defective items and 3% fee for refunds issued due to incorrect address
Refund will be issued within 2 business days after the device is received
SHIPPING
We ship your product in 1 business day, with standard USPS shipping with tracking and insurance. We are not responsible for any delays caused by the carrier
","
This device is in good condition with moderate signs of use
",
LUIR51053,Apple iPhone 11,iOS,Unlocked,Black,64 GB,"Aug 13, 2020","Sep 25, 2020",,91,1,649,Mint,,"
Device in MINT cosmetic condition.Charger included, battery is at 100% lifecycles left with peak performance.All tests proved this device to be fully functional.Phone works for any GSM carrier and most CDMA carriers.Due to PayPal's change in policies, refunds may be subject to PayPal selling fees being charged to the customers in case of a change in address or returns.
",,
LUJL96545,Apple iPhone 11,iOS,Unlocked,Black,128 GB,"Sep 02, 2020","Sep 26, 2020",,37,1,654,Good,,"
This Unlocked device is fully functional and tested professionally by our expert technicians.
30 Days WarrantyBattery Health: 100%Cosmetics: This device is in near mint condition with minor signs of useCarriers: This device works with any GSM network worldwideIncludes: A generic charger
USPS Standard 3-5 day: FreeFedEx 2Day: $10 (Invoice will be emailed on request)USPS Express: $35
RETURNS
We offer 30 days return policy. No returns or exchanges after 30 days of purchase.
The item must be in the same condition and in original packaging.
A 15% restocking fee will be charged on non-defective items and 3% fee for refunds issued due to incorrect address
Refund will be issued within 2 business days after the device is received
SHIPPING
We ship your product in 1 business day, with standard USPS shipping with tracking and insurance. We are not responsible for any delays caused by the carrier
","
This device is in near mint condition with minor signs of use
",
LUJY78859,Apple iPhone 11,iOS,Unlocked,Green,256 GB,"Sep 14, 2020","Sep 25, 2020",,19,1,679,Good,,"
*Fedex 2 Day Air Shipping* - Apple Warranty until April 29, 2021 - 🔋 100%Includes a charger
","
Screen has some scratches.
",
LUJY36707,Apple iPhone 11,iOS,Unlocked,Black,256 GB,"Sep 14, 2020","Sep 25, 2020",,9,1,689,Good,,"
*Fedex 2 Day Air Shipping* - Apple Warranty until April 13, 2021 - 🔋 100%Includes a charger
","
Screen and back glass are in mint condition.Frame shows very minor wear.
",
LUJX39080,Apple iPhone 11,iOS,Unlocked,Purple,256 GB,"Sep 13, 2020","Sep 25, 2020",,18,1,719,Mint,,"
*Fedex 2 Day Air Shipping* - Apple Warranty until June 9, 2021 - 🔋 100%Includes a charger
",,
LUJX27968,Apple iPhone 11,iOS,Unlocked,Red,256 GB,"Sep 13, 2020","Sep 25, 2020",,12,1,719,Mint,,"
*Fedex 2 Day Air Shipping* - Apple Warranty until March 31, 2021 - 🔋 100%Includes a charger
",,
LUJW20802,Apple iPhone 11,iOS,Unlocked,White,256 GB,"Sep 12, 2020","Sep 25, 2020",,24,1,719,Mint,,"
*Fedex 2 Day Air Shipping* - Apple Warranty until May 3, 2021 - 🔋 100%Includes a charger
",,
LUJX32069,Apple iPhone 11,iOS,Unlocked,Black,256 GB,"Sep 13, 2020","Sep 25, 2020",,33,1,719,Mint,"*Fedex 2 Day Air Shipping* - Apple Warranty until April 19, 2021 - 🔋 100%","*Fedex 2 Day Air Shipping* - Apple Warranty until April 19, 2021 - 🔋 100%Includes a Charger",,
LUJN29719,Apple iPhone 11,iOS,Unlocked,Purple,64 GB,"Sep 04, 2020","Sep 21, 2020",,42,1,615,Fair,,"
*General Information*Updated to iOS 13.3Battery health is at 100%Apple limited warranty coverage has ended
This device is unlocked.
*Condition*Fair condition. Please see photos.Scratches on the screen 
All of our phones here at Flash Unlocks have passed our strict 21-point quality control, to ensure the device is free from any issues.
All devices are clean IMEI, paid off, and logged out of iCloud, as per Swappa guidelines.
*Accessories*Ships with a new charger and cable.Does not include original box, headphones, etc.
*Shipping*
Ships within 3 business days due to Coronavirus.
All small packages ship USPS Priority Mail and take 2-3 days to arrive on average.All larger packages are shipped via FedEx Ground.You will receive an estimated delivery date after you place your order.
*Any questions, please ask - thanks!*
Item #1424 FH JL
","
Scratches on the screen
",
LUJX03008,Apple iPhone 11,iOS,Unlocked,Green,128 GB,"Sep 14, 2020","Sep 24, 2020",,21,1,620,Good,,"
iPhone 11 128GB Green. comes with charging cable only. Battery is 100% capacity. had the phone for work and rarely used it. clean IMEI and ready to activate.
","
light surface scratches on the screen, very difficult to see.
",
LUJM99532,Apple iPhone 11,iOS,Unlocked,Purple,64 GB,"Sep 03, 2020","Sep 21, 2020",,38,1,620,Good,,"
iPhone 11 64gbUnlocked9.8 ConditionBattery health 97%Free Tempered Glass Installed upon ShippingPlease ask any questions you may have before purchasing
","
Housing has Scratch on corner, please see photos. Screen has very light blemishes and no scratches on it, not noticeable at all when screen is on. Phone is in 8 of 10 condition
",
LUJP65335,Apple iPhone 11,iOS,Unlocked,Black,128 GB,"Sep 06, 2020","Sep 16, 2020",,31,1,639,Fair,,"
iPhone 11 128GB Unlocked. Icloud has been removed. All functions work. Phone has no cracks. Frame and back do have some wear/scratches. Please check the pictures and determine if the cosmetic condition is up to your standards. We took a large amount of pictures so you can see all angles of the phone.
Has been fully tested and works great. Phone only, No accessories. Item will be shipped within 1 business day of purchase.
Phone has a ""LIKE OEM"" screen installed. It is not Apple, but it is ""like OEM"" and works great. Screen was replaced recently with a non oem screen(Not apple), and it works great. Phone functions great.
","
All functions work. Phone has no cracks. Frame and back do have some wear/scratches. Please check the pictures and determine if the cosmetic condition is up to your standards. We took a large amount of pictures so you can see all angles of the phone. Phone Screen recently replaced with ""LIKE OEM"" screen installed. It is not Apple, but it is ""like OEM"" and works great. Screen was replaced recently with a non oem screen(Not apple), and it works great. Phone functions great.
",
LUJT13782,Apple iPhone 11,iOS,Unlocked,Black,64 GB,"Sep 10, 2020","Sep 20, 2020",,33,1,640,Mint,,"
Mint condition.  No flaws.  Screen protector currently installed.
Includes:Screen Protector (x2)CaseOriginal Box & Accessories (earbuds never used)
",,
LUJV68000,Apple iPhone 11,iOS,Unlocked,Black,128 GB,"Sep 12, 2020","Sep 22, 2020",,29,1,735,Mint,,"
I'm selling a factory unlocked 128GB iPhone in black color. The phone is in pristine condition and looks almost brand new. The condition is 10/10
The battery health is at 100% and the phone is still under warranty until December 09, 2020
The phone comes with the original box and all the original accessories. The accessories are all brand new
I'll also include a Spigen case with the phone
",,
